relpath,filename,label,drug,concentration,setting,control,filtered,split
ONS76_CK-666_1.25uM/D02_T000_Z000_Cell0196.png,D02_T000_Z000_Cell0196.png,ONS76,CK-666,1.25,ONS76_CK-666_1.25uM,False,True,train
ONS76_CK-666_1.25uM/D02_T000_Z000_Cell0684.png,D02_T000_Z000_Cell0684.png,ONS76,CK-666,1.25,ONS76_CK-666_1.25uM,False,True,train
ONS76_CK-666_1.25uM/D02_T000_Z000_Cell0749.png,D02_T000_Z000_Cell0749.png,ONS76,CK-666,1.25,ONS76_CK-666_1.25uM,False,True,train
ONS76_CK-666_1.25uM/D02_T000_Z000_Cell0764.png,D02_T000_Z000_Cell0764.png,ONS76,CK-666,1.25,ONS76_CK-666_1.25uM,False,True,train
ONS76_CK-666_1.25uM/D02_T000_Z000_Cell0818.png,D02_T000_Z000_Cell0818.png,ONS76,CK-666,1.25,ONS76_CK-666_1.25uM,False,True,train
ONS76_CK-666_1.25uM/D02_T000_Z000_Cell1077.png,D02_T000_Z000_Cell1077.png,ONS76,CK-666,1.25,ONS76_CK-666_1.25uM,False,True,test
ONS76_CK-666_10uM/A01_T000_Z000_Cell0163.png,A01_T000_Z000_Cell0163.png,ONS76,CK-666,10.0,ONS76_CK-666_10uM,False,True,val
ONS76_CK-666_10uM/A01_T000_Z000_Cell0189.png,A01_T000_Z000_Cell0189.png,ONS76,CK-666,10.0,ONS76_CK-666_10uM,False,True,test
ONS76_CK-666_10uM/A01_T000_Z000_Cell0213.png,A01_T000_Z000_Cell0213.png,ONS76,CK-666,10.0,ONS76_CK-666_10uM,False,True,train
ONS76_CK-666_10uM/A01_T000_Z000_Cell0240.png,A01_T000_Z000_Cell0240.png,ONS76,CK-666,10.0,ONS76_CK-666_10uM,False,True,train
ONS76_CK-666_10uM/A01_T000_Z000_Cell0268.png,A01_T000_Z000_Cell0268.png,ONS76,CK-666,10.0,ONS76_CK-666_10uM,False,True,val
ONS76_CK-666_10uM/A01_T000_Z000_Cell0441.png,A01_T000_Z000_Cell0441.png,ONS76,CK-666,10.0,ONS76_CK-666_10uM,False,True,train
ONS76_CK-666_10uM/A01_T000_Z000_Cell0445.png,A01_T000_Z000_Cell0445.png,ONS76,CK-666,10.0,ONS76_CK-666_10uM,False,True,val
ONS76_CK-666_10uM/A01_T000_Z000_Cell0681.png,A01_T000_Z000_Cell0681.png,ONS76,CK-666,10.0,ONS76_CK-666_10uM,False,True,test
ONS76_CK-666_10uM/A01_T000_Z000_Cell0683.png,A01_T000_Z000_Cell0683.png,ONS76,CK-666,10.0,ONS76_CK-666_10uM,False,True,train
ONS76_CK-666_10uM/A01_T000_Z000_Cell0758.png,A01_T000_Z000_Cell0758.png,ONS76,CK-666,10.0,ONS76_CK-666_10uM,False,True,train
ONS76_CK-666_10uM/A01_T000_Z000_Cell0853.png,A01_T000_Z000_Cell0853.png,ONS76,CK-666,10.0,ONS76_CK-666_10uM,False,True,train
ONS76_CK-666_10uM/A01_T000_Z000_Cell0985.png,A01_T000_Z000_Cell0985.png,ONS76,CK-666,10.0,ONS76_CK-666_10uM,False,True,train
ONS76_CK-666_10uM/A01_T000_Z000_Cell0996.png,A01_T000_Z000_Cell0996.png,ONS76,CK-666,10.0,ONS76_CK-666_10uM,False,True,train
ONS76_CK-666_10uM/A02_T000_Z000_Cell0136.png,A02_T000_Z000_Cell0136.png,ONS76,CK-666,10.0,ONS76_CK-666_10uM,False,True,val
ONS76_CK-666_10uM/A02_T000_Z000_Cell0185.png,A02_T000_Z000_Cell0185.png,ONS76,CK-666,10.0,ONS76_CK-666_10uM,False,True,train
ONS76_CK-666_10uM/A02_T000_Z000_Cell0187.png,A02_T000_Z000_Cell0187.png,ONS76,CK-666,10.0,ONS76_CK-666_10uM,False,True,train
ONS76_CK-666_10uM/A02_T000_Z000_Cell0210.png,A02_T000_Z000_Cell0210.png,ONS76,CK-666,10.0,ONS76_CK-666_10uM,False,True,test
ONS76_CK-666_10uM/A02_T000_Z000_Cell0234.png,A02_T000_Z000_Cell0234.png,ONS76,CK-666,10.0,ONS76_CK-666_10uM,False,True,train
ONS76_CK-666_10uM/A02_T000_Z000_Cell0237.png,A02_T000_Z000_Cell0237.png,ONS76,CK-666,10.0,ONS76_CK-666_10uM,False,True,train
ONS76_CK-666_10uM/A02_T000_Z000_Cell0266.png,A02_T000_Z000_Cell0266.png,ONS76,CK-666,10.0,ONS76_CK-666_10uM,False,True,train
ONS76_CK-666_10uM/A02_T000_Z000_Cell0351.png,A02_T000_Z000_Cell0351.png,ONS76,CK-666,10.0,ONS76_CK-666_10uM,False,True,train
ONS76_CK-666_10uM/A02_T000_Z000_Cell0441.png,A02_T000_Z000_Cell0441.png,ONS76,CK-666,10.0,ONS76_CK-666_10uM,False,True,train
ONS76_CK-666_10uM/A02_T000_Z000_Cell0757.png,A02_T000_Z000_Cell0757.png,ONS76,CK-666,10.0,ONS76_CK-666_10uM,False,True,train
ONS76_CK-666_10uM/A02_T000_Z000_Cell0982.png,A02_T000_Z000_Cell0982.png,ONS76,CK-666,10.0,ONS76_CK-666_10uM,False,True,test
ONS76_CK-666_10uM/A02_T000_Z000_Cell0993.png,A02_T000_Z000_Cell0993.png,ONS76,CK-666,10.0,ONS76_CK-666_10uM,False,True,train
ONS76_CK-666_2.5uM/C01_T000_Z000_Cell0185.png,C01_T000_Z000_Cell0185.png,ONS76,CK-666,2.5,ONS76_CK-666_2.5uM,False,True,test
ONS76_CK-666_2.5uM/C01_T000_Z000_Cell0195.png,C01_T000_Z000_Cell0195.png,ONS76,CK-666,2.5,ONS76_CK-666_2.5uM,False,True,test
ONS76_CK-666_2.5uM/C01_T000_Z000_Cell0340.png,C01_T000_Z000_Cell0340.png,ONS76,CK-666,2.5,ONS76_CK-666_2.5uM,False,True,train
ONS76_CK-666_2.5uM/C01_T000_Z000_Cell0378.png,C01_T000_Z000_Cell0378.png,ONS76,CK-666,2.5,ONS76_CK-666_2.5uM,False,True,train
ONS76_CK-666_2.5uM/C01_T000_Z000_Cell0554.png,C01_T000_Z000_Cell0554.png,ONS76,CK-666,2.5,ONS76_CK-666_2.5uM,False,True,val
ONS76_CK-666_2.5uM/C01_T000_Z000_Cell0749.png,C01_T000_Z000_Cell0749.png,ONS76,CK-666,2.5,ONS76_CK-666_2.5uM,False,True,train
ONS76_CK-666_2.5uM/C01_T000_Z000_Cell0843.png,C01_T000_Z000_Cell0843.png,ONS76,CK-666,2.5,ONS76_CK-666_2.5uM,False,True,train
ONS76_CK-666_2.5uM/C01_T000_Z000_Cell0995.png,C01_T000_Z000_Cell0995.png,ONS76,CK-666,2.5,ONS76_CK-666_2.5uM,False,True,train
ONS76_CK-666_2.5uM/C01_T000_Z000_Cell1002.png,C01_T000_Z000_Cell1002.png,ONS76,CK-666,2.5,ONS76_CK-666_2.5uM,False,True,train
ONS76_CK-666_2.5uM/C02_T000_Z000_Cell0280.png,C02_T000_Z000_Cell0280.png,ONS76,CK-666,2.5,ONS76_CK-666_2.5uM,False,True,train
ONS76_CK-666_2.5uM/C02_T000_Z000_Cell0326.png,C02_T000_Z000_Cell0326.png,ONS76,CK-666,2.5,ONS76_CK-666_2.5uM,False,True,train
ONS76_CK-666_2.5uM/C02_T000_Z000_Cell0465.png,C02_T000_Z000_Cell0465.png,ONS76,CK-666,2.5,ONS76_CK-666_2.5uM,False,True,train
ONS76_CK-666_2.5uM/C02_T000_Z000_Cell0511.png,C02_T000_Z000_Cell0511.png,ONS76,CK-666,2.5,ONS76_CK-666_2.5uM,False,True,train
ONS76_CK-666_2.5uM/C02_T000_Z000_Cell0548.png,C02_T000_Z000_Cell0548.png,ONS76,CK-666,2.5,ONS76_CK-666_2.5uM,False,True,train
ONS76_CK-666_2.5uM/C02_T000_Z000_Cell0646.png,C02_T000_Z000_Cell0646.png,ONS76,CK-666,2.5,ONS76_CK-666_2.5uM,False,True,train
ONS76_CK-666_2.5uM/C02_T000_Z000_Cell0662.png,C02_T000_Z000_Cell0662.png,ONS76,CK-666,2.5,ONS76_CK-666_2.5uM,False,True,train
ONS76_CK-666_2.5uM/C02_T000_Z000_Cell0675.png,C02_T000_Z000_Cell0675.png,ONS76,CK-666,2.5,ONS76_CK-666_2.5uM,False,True,val
ONS76_CK-666_2.5uM/C02_T000_Z000_Cell0710.png,C02_T000_Z000_Cell0710.png,ONS76,CK-666,2.5,ONS76_CK-666_2.5uM,False,True,train
ONS76_CK-666_2.5uM/C02_T000_Z000_Cell0744.png,C02_T000_Z000_Cell0744.png,ONS76,CK-666,2.5,ONS76_CK-666_2.5uM,False,True,train
ONS76_CK-666_2.5uM/C02_T000_Z000_Cell0774.png,C02_T000_Z000_Cell0774.png,ONS76,CK-666,2.5,ONS76_CK-666_2.5uM,False,True,train
ONS76_CK-666_2.5uM/C02_T000_Z000_Cell0800.png,C02_T000_Z000_Cell0800.png,ONS76,CK-666,2.5,ONS76_CK-666_2.5uM,False,True,val
ONS76_CK-666_2.5uM/C02_T000_Z000_Cell0802.png,C02_T000_Z000_Cell0802.png,ONS76,CK-666,2.5,ONS76_CK-666_2.5uM,False,True,test
ONS76_CK-666_2.5uM/C02_T000_Z000_Cell0858.png,C02_T000_Z000_Cell0858.png,ONS76,CK-666,2.5,ONS76_CK-666_2.5uM,False,True,test
ONS76_CK-666_2.5uM/C02_T000_Z000_Cell0889.png,C02_T000_Z000_Cell0889.png,ONS76,CK-666,2.5,ONS76_CK-666_2.5uM,False,True,val
ONS76_CK-666_2.5uM/C02_T000_Z000_Cell0965.png,C02_T000_Z000_Cell0965.png,ONS76,CK-666,2.5,ONS76_CK-666_2.5uM,False,True,train
ONS76_CK-666_5uM/B01_T000_Z000_Cell0084.png,B01_T000_Z000_Cell0084.png,ONS76,CK-666,5.0,ONS76_CK-666_5uM,False,True,test
ONS76_CK-666_5uM/B01_T000_Z000_Cell0150.png,B01_T000_Z000_Cell0150.png,ONS76,CK-666,5.0,ONS76_CK-666_5uM,False,True,train
ONS76_CK-666_5uM/B01_T000_Z000_Cell0184.png,B01_T000_Z000_Cell0184.png,ONS76,CK-666,5.0,ONS76_CK-666_5uM,False,True,train
ONS76_CK-666_5uM/B01_T000_Z000_Cell0187.png,B01_T000_Z000_Cell0187.png,ONS76,CK-666,5.0,ONS76_CK-666_5uM,False,True,train
ONS76_CK-666_5uM/B01_T000_Z000_Cell0344.png,B01_T000_Z000_Cell0344.png,ONS76,CK-666,5.0,ONS76_CK-666_5uM,False,True,val
ONS76_CK-666_5uM/B01_T000_Z000_Cell0360.png,B01_T000_Z000_Cell0360.png,ONS76,CK-666,5.0,ONS76_CK-666_5uM,False,True,test
ONS76_CK-666_5uM/B01_T000_Z000_Cell0370.png,B01_T000_Z000_Cell0370.png,ONS76,CK-666,5.0,ONS76_CK-666_5uM,False,True,train
ONS76_CK-666_5uM/B01_T000_Z000_Cell0396.png,B01_T000_Z000_Cell0396.png,ONS76,CK-666,5.0,ONS76_CK-666_5uM,False,True,val
ONS76_CK-666_5uM/B01_T000_Z000_Cell0605.png,B01_T000_Z000_Cell0605.png,ONS76,CK-666,5.0,ONS76_CK-666_5uM,False,True,train
ONS76_CK-666_5uM/B01_T000_Z000_Cell0671.png,B01_T000_Z000_Cell0671.png,ONS76,CK-666,5.0,ONS76_CK-666_5uM,False,True,train
ONS76_CK-666_5uM/B01_T000_Z000_Cell0753.png,B01_T000_Z000_Cell0753.png,ONS76,CK-666,5.0,ONS76_CK-666_5uM,False,True,train
ONS76_CK-666_5uM/B01_T000_Z000_Cell0768.png,B01_T000_Z000_Cell0768.png,ONS76,CK-666,5.0,ONS76_CK-666_5uM,False,True,val
ONS76_CK-666_5uM/B01_T000_Z000_Cell0901.png,B01_T000_Z000_Cell0901.png,ONS76,CK-666,5.0,ONS76_CK-666_5uM,False,True,test
ONS76_CK-666_5uM/B01_T000_Z000_Cell1130.png,B01_T000_Z000_Cell1130.png,ONS76,CK-666,5.0,ONS76_CK-666_5uM,False,True,train
ONS76_CK-666_5uM/B02_T000_Z000_Cell0086.png,B02_T000_Z000_Cell0086.png,ONS76,CK-666,5.0,ONS76_CK-666_5uM,False,True,train
ONS76_CK-666_5uM/B02_T000_Z000_Cell0287.png,B02_T000_Z000_Cell0287.png,ONS76,CK-666,5.0,ONS76_CK-666_5uM,False,True,val
ONS76_CK-666_5uM/B02_T000_Z000_Cell0319.png,B02_T000_Z000_Cell0319.png,ONS76,CK-666,5.0,ONS76_CK-666_5uM,False,True,train
ONS76_CK-666_5uM/B02_T000_Z000_Cell0383.png,B02_T000_Z000_Cell0383.png,ONS76,CK-666,5.0,ONS76_CK-666_5uM,False,True,test
ONS76_CK-666_5uM/B02_T000_Z000_Cell0444.png,B02_T000_Z000_Cell0444.png,ONS76,CK-666,5.0,ONS76_CK-666_5uM,False,True,train
ONS76_CK-666_5uM/B02_T000_Z000_Cell0585.png,B02_T000_Z000_Cell0585.png,ONS76,CK-666,5.0,ONS76_CK-666_5uM,False,True,train
ONS76_CK-666_5uM/B02_T000_Z000_Cell0699.png,B02_T000_Z000_Cell0699.png,ONS76,CK-666,5.0,ONS76_CK-666_5uM,False,True,train
ONS76_CK-666_5uM/B02_T000_Z000_Cell0748.png,B02_T000_Z000_Cell0748.png,ONS76,CK-666,5.0,ONS76_CK-666_5uM,False,True,train
ONS76_CK-666_5uM/B02_T000_Z000_Cell0766.png,B02_T000_Z000_Cell0766.png,ONS76,CK-666,5.0,ONS76_CK-666_5uM,False,True,train
ONS76_CK-666_5uM/B02_T000_Z000_Cell1033.png,B02_T000_Z000_Cell1033.png,ONS76,CK-666,5.0,ONS76_CK-666_5uM,False,True,train
ONS76_CK-666_5uM/B02_T000_Z000_Cell1034.png,B02_T000_Z000_Cell1034.png,ONS76,CK-666,5.0,ONS76_CK-666_5uM,False,True,train
ONS76_DMSO_0uM/F01_T000_Z000_Cell0298.png,F01_T000_Z000_Cell0298.png,ONS76,DMSO,0.0,ONS76_DMSO_0uM,True,True,train
ONS76_DMSO_0uM/F01_T000_Z000_Cell0316.png,F01_T000_Z000_Cell0316.png,ONS76,DMSO,0.0,ONS76_DMSO_0uM,True,True,val
ONS76_DMSO_0uM/F02_T000_Z000_Cell0051.png,F02_T000_Z000_Cell0051.png,ONS76,DMSO,0.0,ONS76_DMSO_0uM,True,True,train
ONS76_DMSO_0uM/F02_T000_Z000_Cell0255.png,F02_T000_Z000_Cell0255.png,ONS76,DMSO,0.0,ONS76_DMSO_0uM,True,True,train
ONS76_DMSO_0uM/F02_T000_Z000_Cell0829.png,F02_T000_Z000_Cell0829.png,ONS76,DMSO,0.0,ONS76_DMSO_0uM,True,True,train
ONS76_DMSO_0uM/F03_T000_Z000_Cell0223.png,F03_T000_Z000_Cell0223.png,ONS76,DMSO,0.0,ONS76_DMSO_0uM,True,True,train
ONS76_DMSO_0uM/F03_T000_Z000_Cell0776.png,F03_T000_Z000_Cell0776.png,ONS76,DMSO,0.0,ONS76_DMSO_0uM,True,True,train
ONS76_DMSO_0uM/F04_T000_Z000_Cell0265.png,F04_T000_Z000_Cell0265.png,ONS76,DMSO,0.0,ONS76_DMSO_0uM,True,True,val
ONS76_DMSO_0uM/F04_T000_Z000_Cell0273.png,F04_T000_Z000_Cell0273.png,ONS76,DMSO,0.0,ONS76_DMSO_0uM,True,True,train
ONS76_DMSO_0uM/F04_T000_Z000_Cell0427.png,F04_T000_Z000_Cell0427.png,ONS76,DMSO,0.0,ONS76_DMSO_0uM,True,True,train
ONS76_DMSO_0uM/F04_T000_Z000_Cell0447.png,F04_T000_Z000_Cell0447.png,ONS76,DMSO,0.0,ONS76_DMSO_0uM,True,True,test
ONS76_DMSO_0uM/F04_T000_Z000_Cell0585.png,F04_T000_Z000_Cell0585.png,ONS76,DMSO,0.0,ONS76_DMSO_0uM,True,True,train
ONS76_DMSO_0uM/F04_T000_Z000_Cell0598.png,F04_T000_Z000_Cell0598.png,ONS76,DMSO,0.0,ONS76_DMSO_0uM,True,True,test
ONS76_DMSO_0uM/F04_T000_Z000_Cell0611.png,F04_T000_Z000_Cell0611.png,ONS76,DMSO,0.0,ONS76_DMSO_0uM,True,True,train
ONS76_DMSO_0uM/F04_T000_Z000_Cell0674.png,F04_T000_Z000_Cell0674.png,ONS76,DMSO,0.0,ONS76_DMSO_0uM,True,True,train
ONS76_DMSO_0uM/F05_T000_Z000_Cell0134.png,F05_T000_Z000_Cell0134.png,ONS76,DMSO,0.0,ONS76_DMSO_0uM,True,True,val
ONS76_DMSO_0uM/F05_T000_Z000_Cell0344.png,F05_T000_Z000_Cell0344.png,ONS76,DMSO,0.0,ONS76_DMSO_0uM,True,True,train
ONS76_DMSO_0uM/F06_T000_Z000_Cell0063.png,F06_T000_Z000_Cell0063.png,ONS76,DMSO,0.0,ONS76_DMSO_0uM,True,True,val
ONS76_DMSO_0uM/F06_T000_Z000_Cell0107.png,F06_T000_Z000_Cell0107.png,ONS76,DMSO,0.0,ONS76_DMSO_0uM,True,True,test
ONS76_DMSO_0uM/F06_T000_Z000_Cell0124.png,F06_T000_Z000_Cell0124.png,ONS76,DMSO,0.0,ONS76_DMSO_0uM,True,True,test
ONS76_DMSO_0uM/F06_T000_Z000_Cell0202.png,F06_T000_Z000_Cell0202.png,ONS76,DMSO,0.0,ONS76_DMSO_0uM,True,True,train
ONS76_DMSO_0uM/F07_T000_Z000_Cell0299.png,F07_T000_Z000_Cell0299.png,ONS76,DMSO,0.0,ONS76_DMSO_0uM,True,True,train
ONS76_DMSO_0uM/F08_T000_Z000_Cell0089.png,F08_T000_Z000_Cell0089.png,ONS76,DMSO,0.0,ONS76_DMSO_0uM,True,True,train
ONS76_DMSO_0uM/F08_T000_Z000_Cell0590.png,F08_T000_Z000_Cell0590.png,ONS76,DMSO,0.0,ONS76_DMSO_0uM,True,True,train
ONS76_DMSO_0uM/F09_T000_Z000_Cell0289.png,F09_T000_Z000_Cell0289.png,ONS76,DMSO,0.0,ONS76_DMSO_0uM,True,True,train
